-0.182434,0.0920815,0.675105,-2.80021,-1.25757,-0.0374217
-0.197515,0.114351,0.644223,-2.83909,-1.27641,-0.0383403
-0.208802,0.123677,0.595069,2.84183,1.27776,-0.00326008
-0.190969,0.0925986,0.595889,2.85733,1.28521,-0.0265256
-0.15951,0.0254675,0.606987,-2.82208,-1.23908,0.049225
-0.154449,0.013737,0.625613,-2.7946,-1.22986,0.0955163
-0.14237,0.056057,0.620043,-2.81569,-1.25911,0.0530028
-0.135592,0.0371199,0.637128,-2.80315,-1.25424,0.0536353
-0.16479,0.116843,0.620717,2.82005,1.258,-0.0641403
-0.193451,0.114043,0.60784,2.81651,1.26688,-0.0521948
-0.077751,0.242393,0.666997,2.85508,1.25614,-0.0946125
-0.102824,0.0817059,0.684615,-2.82515,-1.25079,0.0167377
-0.0805844,-0.13174,0.668323,-2.70881,-1.13766,0.022232
-0.127136,0.0114314,0.615024,-2.78446,-1.27834,0.156487
-0.127225,0.00653163,0.617445,-2.70244,-1.15988,0.000690571
-0.251532,0.269684,0.655388,2.59486,1.17267,-0.0206993
-0.155028,0.383363,0.614142,2.45601,1.15099,-0.36522
-0.17335,0.04877,0.660783,-2.84517,-1.30316,0.12799
-0.147668,0.0786398,0.654422,2.83839,1.23998,-0.117711
-0.277283,0.29884,0.59825,2.64661,1.077,0.0929064
-0.242826,0.108441,0.684472,2.411,1.95581,0.321402
-0.155079,0.0125687,0.576335,-2.69526,-1.26793,-0.0747689
-0.150154,-0.0409769,0.590502,-2.80859,-0.856685,0.118905
-0.0605629,-0.0857245,0.553469,-2.4934,-1.24147,-0.120136
-0.210171,0.0999729,0.595366,-2.8043,-1.24477,-0.163734
-0.302813,0.210024,0.651514,2.66164,1.21346,0.304348
-0.199921,0.108509,0.759697,-2.76992,-1.34778,-0.202271
-0.118979,-0.00253502,0.441182,-2.60041,-1.13401,-0.0447592
-0.0381331,0.178003,0.685806,-2.65081,-1.60632,0.0981444
-0.0366805,0.176979,0.606368,-2.71089,-1.34385,0.140555
-0.0990069,0.236285,0.646047,2.78456,1.38562,-0.0616249
0.00662296,0.186489,0.665679,-2.64518,-1.53191,0.126667
-0.0605424,0.301579,0.622118,2.65293,1.53303,-0.125455
-0.0754135,0.273528,0.651798,2.58208,1.67234,-0.116587
-0.247921,0.13929,0.651504,2.77917,1.23864,0.0114941
0.10567,0.0833833,0.584052,-2.66373,-1.21911,0.568853
0.105832,0.0553838,0.565989,-2.43384,-1.43165,0.390325
-0.11379,0.215362,0.706483,2.76708,1.40286,-0.107105
-0.219639,0.298995,0.645361,2.57043,1.40538,0.00795661
-0.182812,0.205664,0.722289,2.61783,1.48714,-0.0643296
-0.0105847,0.127855,0.591392,-2.58243,-1.47314,0.178343
-0.0867759,-0.0626121,0.570905,-2.65564,-1.04223,0.116215
-0.106326,-0.00636251,0.512773,-2.57449,-1.23782,-0.119367
-0.110049,0.195264,0.708327,2.7146,1.43128,-0.191406
-0.217301,0.294235,0.646932,2.57267,1.42065,-0.0269472
-0.187725,0.216739,0.716846,2.63044,1.46778,-0.0295572
-0.0209536,0.130652,0.590937,-2.60486,-1.46515,0.199752
-0.0561653,-0.0982525,0.649675,-2.6344,-1.12452,0.116313
-0.0727893,-0.0758068,0.575733,-2.64984,-0.956356,0.113899
-0.107135,0.00260092,0.509248,-2.60441,-1.17729,-0.134078



-0.191365,0.109024,0.678435,-2.86526,-1.27572,-0.0544277
